Usuario/Equipo,Repositorio,Title,Description,Status,Tags,Classification,URL,Unnamed: 8,llm_pred,Explanation
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/178,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Test Motivational Welcome,"Descripción: Crear pruebas para verificar el correcto funcionamiento de la funcionalidad Motivational Welcome. Las pruebas se enfocarán en asegurar que: La frase motivacional se muestra correctamente en el margen superior, el diseño y formato cumplen con los estándares de UVLHUB, no se generan conflictos con otros elementos visuales de la interfaz. Roles: @alenicbra tester Reportado por: @alenicbra Responsable: @alenicbra Revisor: @RaulToro",closed,"low, test",Other,https://github.com/Encocretados/uvlhub/issues/176,,Other,"The bug report describes tests for a UI feature (motivational welcome message) to ensure it displays correctly and doesn't conflict with other UI elements. It focuses on visual presentation and layout, not configuration settings or deployment issues."
Encocretados,uvlhub,Motivational Welcome,"Descripción: Añadir una frase motivacional en el margen superior de la interfaz. La implementación inicial será sencilla, mostrando un texto plano con una frase motivacional fija. En un futuro, esta funcionalidad podría evolucionar para permitir mensajes configurables por los administradores de UVLHUB. Reportado por: @celiaaguileraa Responsable: @celiaaguileraa Revisor: @RaulToro Prioridad: Bajo Información adicional: La frase motivacional deberá aparecer en todas las vistas principales del sistema. Se deberá implementar con un estilo acorde al diseño existente de UVLHUB, utilizando clases CSS ya definidas o creando nuevas si fuera necesario. Asegurarse de que la frase no interfiere con otros elementos de la UI.",closed,"enhancement, low",Other,https://github.com/Encocretados/uvlhub/issues/175,,Other,"This bug report describes a feature enhancement request to add a motivational phrase to the UI. It does not relate to misconfiguration, incorrect settings, or deployment issues. Therefore, it is not a configuration bug."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/174,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/173,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,feat(datasets): cambio boton upload datasets por publish datasets,"Descripción: Se ha realizado un cambio en el nombre del botón de ""Upload Dataset"" a ""Publish Dataset"" con el objetivo de mejorar la claridad y alineación con la terminología utilizada en la aplicación. Este ajuste afecta todas las vistas donde el botón es visible. Se deben crear y ejecutar pruebas para validar que el cambio se refleje correctamente en la interfaz de usuario, manteniendo la funcionalidad y experiencia del usuario intactas. Roles: Reportado por: @AlvaroMartinMunoz Responsable: @lucianoya Revisor: @alepingar",closed,"enhancement, low",Other,https://github.com/Encocretados/uvlhub/issues/171,,Other,"The bug report describes a change in the UI (button name) for clarity, which is an enhancement rather than a configuration issue. It doesn't involve any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/170,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/169,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/168,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the need to resolve the errors, it doesn't specifically point to configuration issues. The description suggests a code-related problem preventing the application from starting correctly, rather than a misconfiguration."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/167,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the need to resolve the errors, it doesn't specifically point to configuration issues. The description suggests a code-related problem preventing the application from starting correctly, rather than a misconfiguration."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/166,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not working correctly, it attributes the issue to an unexpected failure in the code, rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/165,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/164,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/163,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/162,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It does not mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/160,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/159,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not functioning correctly, it attributes the issue to an unexpected code failure rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/158,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/157,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/156,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not functioning correctly, it attributes the issue to an unexpected code failure rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/155,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/154,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not functioning correctly, it attributes the issue to an unexpected code failure rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/153,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/152,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not functioning correctly, it attributes the issue to an unexpected failure in the code, rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/151,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/150,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/149,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/148,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/147,,Other,"The bug report describes a general initialization error in the application's `main` branch. While it mentions the application not functioning correctly, it attributes the issue to an unexpected code failure rather than a configuration problem. There is no mention of configuration files, environment variables, or deployment settings."
Encocretados,uvlhub,BUG: FAILED datasets selenium test,"Descripción: Al correr 'pytest' en una terminal aparecen dos únicos fallos en el modulo de dataset. Especificamente, los fallos son al correr 2 tests de selenium. FAILED app/modules/dataset/tests/test_selenium_dataset.py::test_upload_dataset - AssertionError: Test failed! FAILED app/modules/dataset/tests/test_selenium_dataset.py::test_upload_unsynchronized_dataset_to_zenodo - selenium.common.exceptions.SessionNotCreatedException: Message: session not created Pasos para reproducir: Desplegar en local usando flask Iniciar 'pytest' Resultado Esperado: Todas las pruebas sin errores. Roles: Reportado por: @ramvergar Responsable: @lucianoya Revisor: @ramvergar",open,bug,Configuration,https://github.com/Encocretados/uvlhub/issues/146,,Configuration,"The bug report indicates failures in Selenium tests, specifically mentioning 'selenium.common.exceptions.SessionNotCreatedException'. This exception often arises from misconfiguration of the Selenium environment, such as incorrect browser driver versions or incompatible browser settings, rather than a code defect. The steps to reproduce involve local deployment using Flask, suggesting a potential issue with the local environment configuration."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/145,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/144,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/142,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/141,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/140,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
Encocretados,uvlhub,Bug Detected: Initialization or Accessibility Error,Descripción: Esta issue fue creada automáticamente debido a errores detectados en la rama `main` que impiden la correcta inicialización de la aplicación. Es necesario resolver estos errores para poder continuar con el desarrollo del proyecto. Pasos para reproducir (si es un bug): 1. 2. 3. Resultado Esperado: La aplicación funciona correctamente después de resolver estos errores causados por un fallo inseperado en el código no detectado anteriormente. Reportado por: [Nombre del reportero] Responsable: [Nombre del responsable] Revisor: [Nombre del revisor] Información adicional: [Cualquier información adicional relevante] Prioridad: Alto,open,"bug, help wanted, high",Other,https://github.com/Encocretados/uvlhub/issues/139,,Other,"The bug report describes a general initialization error in the application, likely due to a code defect rather than a configuration issue. It doesn't mention any specific configuration files, settings, or deployment issues."
